file_path,class_id,class_name
./recordings/wav/arabic38.wav,0,usa
./recordings/wav/arabic45.wav,0,usa
./recordings/wav/arabic68.wav,2,uk
./recordings/wav/arabic78.wav,0,usa
./recordings/wav/bengali11.wav,1,india
./recordings/wav/bengali14.wav,1,india
./recordings/wav/bengali6.wav,1,india
./recordings/wav/bengali9.wav,1,india
./recordings/wav/english1.wav,0,usa
./recordings/wav/english10.wav,0,usa
./recordings/wav/english100.wav,0,usa
./recordings/wav/english102.wav,0,usa
./recordings/wav/english103.wav,0,usa
./recordings/wav/english104.wav,0,usa
./recordings/wav/english106.wav,0,usa
./recordings/wav/english107.wav,0,usa
./recordings/wav/english108.wav,2,uk
./recordings/wav/english109.wav,0,usa
./recordings/wav/english11.wav,2,uk
./recordings/wav/english110.wav,2,uk
./recordings/wav/english111.wav,1,india
./recordings/wav/english113.wav,2,uk
./recordings/wav/english114.wav,0,usa
./recordings/wav/english115.wav,2,uk
./recordings/wav/english116.wav,0,usa
./recordings/wav/english117.wav,0,usa
./recordings/wav/english118.wav,0,usa
./recordings/wav/english12.wav,2,uk
./recordings/wav/english121.wav,0,usa
./recordings/wav/english123.wav,0,usa
./recordings/wav/english124.wav,0,usa
./recordings/wav/english126.wav,0,usa
./recordings/wav/english127.wav,0,usa
./recordings/wav/english128.wav,0,usa
./recordings/wav/english129.wav,2,uk
./recordings/wav/english13.wav,2,uk
./recordings/wav/english131.wav,0,usa
./recordings/wav/english133.wav,0,usa
./recordings/wav/english134.wav,2,uk
./recordings/wav/english135.wav,0,usa
./recordings/wav/english137.wav,0,usa
./recordings/wav/english138.wav,0,usa
./recordings/wav/english139.wav,0,usa
./recordings/wav/english14.wav,2,uk
./recordings/wav/english141.wav,2,uk
./recordings/wav/english142.wav,0,usa
./recordings/wav/english143.wav,0,usa
./recordings/wav/english145.wav,2,uk
./recordings/wav/english146.wav,0,usa
./recordings/wav/english147.wav,0,usa
./recordings/wav/english149.wav,0,usa
./recordings/wav/english15.wav,0,usa
./recordings/wav/english150.wav,0,usa
./recordings/wav/english151.wav,0,usa
./recordings/wav/english155.wav,0,usa
./recordings/wav/english157.wav,0,usa
./recordings/wav/english158.wav,0,usa
./recordings/wav/english16.wav,0,usa
./recordings/wav/english160.wav,0,usa
./recordings/wav/english161.wav,0,usa
./recordings/wav/english162.wav,0,usa
./recordings/wav/english163.wav,0,usa
./recordings/wav/english164.wav,2,uk
./recordings/wav/english165.wav,0,usa
./recordings/wav/english166.wav,0,usa
./recordings/wav/english167.wav,0,usa
./recordings/wav/english168.wav,0,usa
./recordings/wav/english169.wav,0,usa
./recordings/wav/english17.wav,0,usa
./recordings/wav/english170.wav,0,usa
./recordings/wav/english171.wav,0,usa
./recordings/wav/english173.wav,0,usa
./recordings/wav/english175.wav,0,usa
./recordings/wav/english176.wav,0,usa
./recordings/wav/english177.wav,0,usa
./recordings/wav/english178.wav,0,usa
./recordings/wav/english179.wav,0,usa
./recordings/wav/english18.wav,0,usa
./recordings/wav/english180.wav,0,usa
./recordings/wav/english181.wav,0,usa
./recordings/wav/english182.wav,0,usa
./recordings/wav/english184.wav,0,usa
./recordings/wav/english185.wav,2,uk
./recordings/wav/english186.wav,0,usa
./recordings/wav/english187.wav,0,usa
./recordings/wav/english188.wav,2,uk
./recordings/wav/english189.wav,0,usa
./recordings/wav/english19.wav,0,usa
./recordings/wav/english190.wav,0,usa
./recordings/wav/english191.wav,0,usa
./recordings/wav/english192.wav,0,usa
./recordings/wav/english193.wav,0,usa
./recordings/wav/english194.wav,2,uk
./recordings/wav/english195.wav,0,usa
./recordings/wav/english197.wav,0,usa
./recordings/wav/english198.wav,0,usa
./recordings/wav/english199.wav,0,usa
./recordings/wav/english2.wav,2,uk
./recordings/wav/english20.wav,0,usa
./recordings/wav/english200.wav,0,usa
./recordings/wav/english201.wav,0,usa
./recordings/wav/english202.wav,0,usa
./recordings/wav/english203.wav,0,usa
./recordings/wav/english204.wav,0,usa
./recordings/wav/english205.wav,0,usa
./recordings/wav/english206.wav,2,uk
./recordings/wav/english207.wav,0,usa
./recordings/wav/english208.wav,0,usa
./recordings/wav/english21.wav,0,usa
./recordings/wav/english211.wav,0,usa
./recordings/wav/english212.wav,0,usa
./recordings/wav/english213.wav,0,usa
./recordings/wav/english214.wav,0,usa
./recordings/wav/english215.wav,2,uk
./recordings/wav/english216.wav,0,usa
./recordings/wav/english217.wav,2,uk
./recordings/wav/english218.wav,0,usa
./recordings/wav/english219.wav,0,usa
./recordings/wav/english220.wav,0,usa
./recordings/wav/english221.wav,2,uk
./recordings/wav/english222.wav,0,usa
./recordings/wav/english223.wav,0,usa
./recordings/wav/english225.wav,2,uk
./recordings/wav/english226.wav,2,uk
./recordings/wav/english227.wav,2,uk
./recordings/wav/english228.wav,2,uk
./recordings/wav/english229.wav,0,usa
./recordings/wav/english23.wav,0,usa
./recordings/wav/english231.wav,0,usa
./recordings/wav/english232.wav,0,usa
./recordings/wav/english234.wav,0,usa
./recordings/wav/english235.wav,0,usa
./recordings/wav/english236.wav,0,usa
./recordings/wav/english237.wav,0,usa
./recordings/wav/english24.wav,2,uk
./recordings/wav/english242.wav,0,usa
./recordings/wav/english244.wav,0,usa
./recordings/wav/english245.wav,0,usa
./recordings/wav/english246.wav,0,usa
./recordings/wav/english248.wav,0,usa
./recordings/wav/english249.wav,0,usa
./recordings/wav/english25.wav,0,usa
./recordings/wav/english250.wav,2,uk
./recordings/wav/english251.wav,0,usa
./recordings/wav/english252.wav,0,usa
./recordings/wav/english254.wav,0,usa
./recordings/wav/english256.wav,0,usa
./recordings/wav/english257.wav,0,usa
./recordings/wav/english26.wav,0,usa
./recordings/wav/english260.wav,0,usa
./recordings/wav/english261.wav,0,usa
./recordings/wav/english262.wav,0,usa
./recordings/wav/english263.wav,0,usa
./recordings/wav/english264.wav,0,usa
./recordings/wav/english265.wav,0,usa
./recordings/wav/english266.wav,0,usa
./recordings/wav/english267.wav,2,uk
./recordings/wav/english268.wav,2,uk
./recordings/wav/english27.wav,0,usa
./recordings/wav/english272.wav,0,usa
./recordings/wav/english273.wav,0,usa
./recordings/wav/english275.wav,0,usa
./recordings/wav/english276.wav,0,usa
./recordings/wav/english277.wav,0,usa
./recordings/wav/english278.wav,0,usa
./recordings/wav/english281.wav,0,usa
./recordings/wav/english282.wav,0,usa
./recordings/wav/english283.wav,0,usa
./recordings/wav/english284.wav,0,usa
./recordings/wav/english286.wav,0,usa
./recordings/wav/english288.wav,0,usa
./recordings/wav/english289.wav,0,usa
./recordings/wav/english290.wav,0,usa
./recordings/wav/english292.wav,0,usa
./recordings/wav/english293.wav,0,usa
./recordings/wav/english297.wav,0,usa
./recordings/wav/english303.wav,0,usa
./recordings/wav/english306.wav,2,uk
./recordings/wav/english307.wav,0,usa
./recordings/wav/english308.wav,2,uk
./recordings/wav/english310.wav,2,uk
./recordings/wav/english311.wav,0,usa
./recordings/wav/english313.wav,0,usa
./recordings/wav/english314.wav,0,usa
./recordings/wav/english315.wav,0,usa
./recordings/wav/english316.wav,0,usa
./recordings/wav/english317.wav,0,usa
./recordings/wav/english319.wav,2,uk
./recordings/wav/english32.wav,0,usa
./recordings/wav/english321.wav,0,usa
./recordings/wav/english325.wav,0,usa
./recordings/wav/english326.wav,0,usa
./recordings/wav/english327.wav,0,usa
./recordings/wav/english328.wav,0,usa
./recordings/wav/english329.wav,0,usa
./recordings/wav/english33.wav,0,usa
./recordings/wav/english330.wav,0,usa
./recordings/wav/english332.wav,0,usa
./recordings/wav/english333.wav,0,usa
./recordings/wav/english334.wav,2,uk
./recordings/wav/english335.wav,0,usa
./recordings/wav/english336.wav,0,usa
./recordings/wav/english337.wav,0,usa
./recordings/wav/english339.wav,0,usa
./recordings/wav/english34.wav,0,usa
./recordings/wav/english340.wav,0,usa
./recordings/wav/english341.wav,0,usa
./recordings/wav/english342.wav,0,usa
./recordings/wav/english343.wav,0,usa
./recordings/wav/english344.wav,0,usa
./recordings/wav/english345.wav,0,usa
./recordings/wav/english346.wav,0,usa
./recordings/wav/english347.wav,0,usa
./recordings/wav/english349.wav,0,usa
./recordings/wav/english35.wav,0,usa
./recordings/wav/english350.wav,2,uk
./recordings/wav/english351.wav,0,usa
./recordings/wav/english355.wav,0,usa
./recordings/wav/english357.wav,0,usa
./recordings/wav/english36.wav,0,usa
./recordings/wav/english360.wav,0,usa
./recordings/wav/english361.wav,0,usa
./recordings/wav/english363.wav,2,uk
./recordings/wav/english365.wav,2,uk
./recordings/wav/english366.wav,2,uk
./recordings/wav/english367.wav,2,uk
./recordings/wav/english368.wav,2,uk
./recordings/wav/english369.wav,0,usa
./recordings/wav/english37.wav,1,india
./recordings/wav/english370.wav,1,india
./recordings/wav/english371.wav,0,usa
./recordings/wav/english372.wav,0,usa
./recordings/wav/english373.wav,0,usa
./recordings/wav/english374.wav,2,uk
./recordings/wav/english375.wav,0,usa
./recordings/wav/english376.wav,0,usa
./recordings/wav/english377.wav,0,usa
./recordings/wav/english378.wav,0,usa
./recordings/wav/english379.wav,0,usa
./recordings/wav/english38.wav,2,uk
./recordings/wav/english380.wav,0,usa
./recordings/wav/english381.wav,0,usa
./recordings/wav/english382.wav,0,usa
./recordings/wav/english383.wav,0,usa
./recordings/wav/english384.wav,0,usa
./recordings/wav/english385.wav,0,usa
./recordings/wav/english386.wav,0,usa
./recordings/wav/english387.wav,0,usa
./recordings/wav/english388.wav,0,usa
./recordings/wav/english389.wav,0,usa
./recordings/wav/english39.wav,0,usa
./recordings/wav/english390.wav,0,usa
./recordings/wav/english391.wav,0,usa
./recordings/wav/english392.wav,0,usa
./recordings/wav/english393.wav,0,usa
./recordings/wav/english394.wav,0,usa
./recordings/wav/english395.wav,0,usa
./recordings/wav/english396.wav,0,usa
./recordings/wav/english397.wav,0,usa
./recordings/wav/english398.wav,0,usa
./recordings/wav/english399.wav,0,usa
./recordings/wav/english40.wav,2,uk
./recordings/wav/english400.wav,2,uk
./recordings/wav/english406.wav,0,usa
./recordings/wav/english408.wav,0,usa
./recordings/wav/english411.wav,0,usa
./recordings/wav/english412.wav,0,usa
./recordings/wav/english413.wav,2,uk
./recordings/wav/english414.wav,0,usa
./recordings/wav/english415.wav,0,usa
./recordings/wav/english417.wav,2,uk
./recordings/wav/english419.wav,0,usa
./recordings/wav/english422.wav,0,usa
./recordings/wav/english423.wav,0,usa
./recordings/wav/english424.wav,0,usa
./recordings/wav/english425.wav,0,usa
./recordings/wav/english426.wav,0,usa
./recordings/wav/english427.wav,0,usa
./recordings/wav/english428.wav,0,usa
./recordings/wav/english429.wav,0,usa
./recordings/wav/english431.wav,0,usa
./recordings/wav/english433.wav,0,usa
./recordings/wav/english434.wav,0,usa
./recordings/wav/english435.wav,0,usa
./recordings/wav/english437.wav,0,usa
./recordings/wav/english438.wav,0,usa
./recordings/wav/english44.wav,0,usa
./recordings/wav/english440.wav,2,uk
./recordings/wav/english441.wav,0,usa
./recordings/wav/english442.wav,0,usa
./recordings/wav/english443.wav,0,usa
./recordings/wav/english444.wav,0,usa
./recordings/wav/english445.wav,0,usa
./recordings/wav/english446.wav,0,usa
./recordings/wav/english447.wav,0,usa
./recordings/wav/english448.wav,2,uk
./recordings/wav/english449.wav,0,usa
./recordings/wav/english45.wav,0,usa
./recordings/wav/english450.wav,2,uk
./recordings/wav/english451.wav,0,usa
./recordings/wav/english453.wav,0,usa
./recordings/wav/english454.wav,0,usa
./recordings/wav/english455.wav,0,usa
./recordings/wav/english456.wav,2,uk
./recordings/wav/english457.wav,0,usa
